2	 5
4	 5
5	 28
5	 25
7	 36
5	 1
8	 6
4	 3
3	 0
11	 4
3	 0
7	 25
5	 16
3	 33
12	 2
6	 2
4	 3

4	 13
8	 1
4	 9
6	 19
3	 5
1	 13
5	 1
5	 3
8	 10
6	 4
3	 3
5	 1
4	 16
6	 7
4	 10
2	 6
2	 28

3	 12
2	 24
4	 0
5	 0
3	 38
6	 40
6	 14
5	 8
3	 17
7	 18
2	 2
5	 15
3	 1
3	 0
5	 9
4	 17
2	 19

2	 30
2	 27
3	 18
2	 31
5	 11
5	 54
3	 27
3	 2
4	 18
3	 21
5	 53
5	 29
4	 1
4	 3
4	 5
4	 16

1	 88
5	 53
5	 4
6	 10
7	 18
4	 0
3	 26
4	 10
6	 0
2	 26
4	 0
4	 27

